wall_time_iso,t_wall,t_perf,session_elapsed_s,stage,robot_id,seq,left_cmd,right_cmd,requested_delay_ms,actual_delay_ms,scheduled_perf,sent_perf,ack_perf,rtt_ms,esp_rx_ms,duplicate,ack_requested,success,error
2026-08-18T06:26:36.346+00:00,1787034396.3467295,194208.3458744,0.1853255000023637,send_error,1,5,0,0,0.0,0.0,194208.3458636,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.489+00:00,1787034396.4899318,194208.4891789,0.32863000000361353,queued,2,6,-35,35,200.0,,194208.4890353,,,,,,,1,
2026-08-18T06:26:36.489+00:00,1787034396.4899318,194208.489612,0.32906310001271777,sent,3,7,0,0,0.0,0.0,194208.489233,194208.4892368,,,,,0,1,
2026-08-18T06:26:36.489+00:00,1787034396.4899318,194208.489656,0.3291070999985095,send_error,10,8,0,0,0.0,0.0,194208.4896526,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.642+00:00,1787034396.642457,194208.641503,0.4809540999995079,send_error,1,9,0,0,0.0,0.0,194208.6414658,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.656+00:00,1787034396.6563263,194208.6556659,0.4951170000131242,queued,2,10,-35,35,200.0,,194208.6555425,,,,,,,1,
2026-08-18T06:26:36.656+00:00,1787034396.6563263,194208.6561347,0.49558580000302754,sent,3,11,0,0,0.0,0.0,194208.6557139,194208.6557168,,,,,0,1,
2026-08-18T06:26:36.656+00:00,1787034396.6563263,194208.6561962,0.4956473000056576,send_error,10,12,0,0,0.0,0.0,194208.6561917,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.690+00:00,1787034396.6901042,194208.6899101,0.5293611999950372,sent,2,6,-35,35,200.0,200.27739999932237,194208.4890353,194208.6893389,,,,,0,1,
2026-08-18T06:26:36.801+00:00,1787034396.80117,194208.8002232,0.6396743000077549,send_error,1,13,0,0,0.0,0.0,194208.8001885,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.806+00:00,1787034396.8061924,194208.8052029,0.6446540000033565,queued,2,14,-35,35,200.0,,194208.8050975,,,,,,,1,
2026-08-18T06:26:36.806+00:00,1787034396.8061924,194208.8060542,0.6455052999954205,sent,3,15,0,0,0.0,0.0,194208.8052297,194208.8052324,,,,,0,1,
2026-08-18T06:26:36.806+00:00,1787034396.8061924,194208.8061321,0.6455832000065129,send_error,10,16,0,0,0.0,0.0,194208.806127,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.864+00:00,1787034396.8648546,194208.8642207,0.7036718000017572,sent,2,10,-35,35,200.0,207.75200001662597,194208.6555425,194208.8633559,,,,,0,1,
2026-08-18T06:26:36.965+00:00,1787034396.965642,194208.9648045,0.8042556000000332,send_error,1,17,0,0,0.0,0.0,194208.9647712,,,,,,,0,robot_not_discovered
2026-08-18T06:26:36.969+00:00,1787034396.9696436,194208.9700442,0.8094952999963425,queued,2,18,-35,35,200.0,,194208.9699334,,,,,,,1,
