wall_time_iso,t_wall,t_perf,session_elapsed_s,frame_seq,frame_received_perf,frame_wait_ms,processing_ms,robot_id,detected,accepted,workspace_markers_seen,homography_valid,homography_age_ms,calibration_enabled,homography_mode,parallax_enabled,alignment_enabled,pose_filter_enabled,pixel_x,pixel_y,floor_x,floor_y,corrected_x,corrected_y,aligned_x,aligned_y,raw_yaw,x,y,yaw,pose_age_ms,cam_x,cam_y,cam_z
2026-08-18T02:36:50.426+00:00,1787020610.4263382,180422.8120397,0.23393539999960922,72,180422.7290215,6.0403999814298,76.95129999774508,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5398447684567402,-0.2471860637814614,1.585036554826246
2026-08-18T02:36:50.426+00:00,1787020610.4263382,180422.8120807,0.23397640002076514,72,180422.7290215,6.0403999814298,76.95129999774508,2,1,1,4,1,0.0,1,estabilizada,1,1,1,742.0,644.0,0.6088671088218689,0.24398422241210938,0.6049479495987288,0.21609507018857138,0.5920866995987288,0.2046505701885714,-1.330149143469636,0.5910625293634173,0.2046934462856489,-1.3579564442519865,0.0,0.5398447684567402,-0.2471860637814614,1.585036554826246
2026-08-18T02:36:50.426+00:00,1787020610.4263382,180422.8120926,0.23398830002406612,72,180422.7290215,6.0403999814298,76.95129999774508,3,1,1,4,1,0.0,1,estabilizada,1,1,1,453.0,398.0,0.16742326319217682,0.6577973961830139,0.18856973793545806,0.6064115078583554,0.17570848793545807,0.5949670078583554,-2.5907232055089167,0.175393966818435,0.5951522749980825,-2.5955692579106313,0.0,0.5398447684567402,-0.2471860637814614,1.585036554826246
2026-08-18T02:36:50.426+00:00,1787020610.4263382,180422.8121024,0.23399810001137666,72,180422.7290215,6.0403999814298,76.95129999774508,10,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5398447684567402,-0.2471860637814614,1.585036554826246
2026-08-18T02:36:50.558+00:00,1787020610.5583117,180422.9444361,0.36633180000353605,76,180422.8653845,6.142900005215779,72.88509997306392,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5398691747182893,-0.24721502613586807,1.5850100794003923
2026-08-18T02:36:50.558+00:00,1787020610.5583117,180422.9444783,0.36637400000472553,76,180422.8653845,6.142900005215779,72.88509997306392,2,1,1,4,1,0.0,1,estabilizada,1,1,1,741.75,644.0,0.6085038781166077,0.24399685859680176,0.6046066642211696,0.21610487847597845,0.5917454142211696,0.20466037847597846,-1.3575937052443021,0.5910625293634173,0.2046934462856489,-1.3579564442519865,0.0,0.5398691747182893,-0.24721502613586807,1.5850100794003923
2026-08-18T02:36:50.558+00:00,1787020610.5583117,180422.9444897,0.36638540000421926,76,180422.8653845,6.142900005215779,72.88509997306392,3,1,1,4,1,0.0,1,estabilizada,1,1,1,452.75,397.75,0.1670001596212387,0.6582592725753784,0.18817239807881975,0.6068446551271153,0.17531114807881976,0.5954001551271153,-2.605164179759881,0.175393966818435,0.5951522749980825,-2.5955692579106313,0.0,0.5398691747182893,-0.24721502613586807,1.5850100794003923
2026-08-18T02:36:50.558+00:00,1787020610.5583117,180422.9444993,0.36639500001911074,76,180422.8653845,6.142900005215779,72.88509997306392,10,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5398691747182893,-0.24721502613586807,1.5850100794003923
2026-08-18T02:36:50.708+00:00,1787020610.7083335,180423.0946857,0.5165814000065438,80,180422.9953188,8.67320000543259,90.66769998753443,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5398949546070114,-0.24724497533038325,1.5849839370973435
2026-08-18T02:36:50.708+00:00,1787020610.7083335,180423.0947289,0.5166246000153478,80,180422.9953188,8.67320000543259,90.66769998753443,2,1,1,4,1,0.0,1,estabilizada,1,1,1,741.75,643.75,0.6085173487663269,0.2443678230047226,0.604620769545689,0.2164526178000643,0.5917595195456891,0.20500811780006434,-1.3498341313064772,0.5910625293634173,0.2046934462856489,-1.3579564442519865,0.0,0.5398949546070114,-0.24724497533038325,1.5849839370973435
