wall_time_iso,t_wall,t_perf,session_elapsed_s,cycle_id,robot_id,state,previous_state,x,y,yaw,pose_age_ms,waypoint_x,waypoint_y,final_goal_x,final_goal_y,distance_error,desired_heading,angle_error,u_att_x,u_att_y,u_rep_x,u_rep_y,u_res_x,u_res_y,repulsion_norm,align_factor,linear_cmd,angular_cmd,left_cmd,right_cmd,controller_mode,avoid_enabled,requested_delay_ms,jitter_ms
2026-08-18T06:10:36.587+00:00,1787033436.5875866,193248.6081341,0.3412677000160329,1,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.588289774329314,448.85849952697754,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.1073435050650278,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:36.735+00:00,1787033436.7350821,193248.7560805,0.4892141000018455,2,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.588289774329314,128.43680381774902,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.1073435050650278,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:36.902+00:00,1787033436.902611,193248.9236096,0.656743200001074,3,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.588289774329314,134.92536544799805,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.1073435050650278,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.092+00:00,1787033437.0922143,193249.1125241,0.8456577000033576,4,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.588289774329314,157.01770782470703,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.1073435050650278,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.235+00:00,1787033437.2350278,193249.2559958,0.9891293999971822,5,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.588289774329314,115.16571044921875,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.1073435050650278,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.378+00:00,1787033437.3783362,193249.3989363,1.1320698999916203,6,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.5752707742949066,108.0477237701416,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,3.0943245050306203,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.521+00:00,1787033437.521298,193249.542349,1.275482600001851,7,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.352712669951973,110.46648025512695,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,2.8717664006876866,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.662+00:00,1787033437.662432,193249.6835816,1.4167152000009082,8,2,ORIENT,ORIENT,0.20134357998506336,0.3937227709071589,-2.132983819636214,112.54644393920898,1.0,0.85,1.0,0.85,0.9198048635551542,0.5190537307357136,2.6520375503719276,0.8682889342308044,0.49605870246887207,0.0,0.0,0.8682889342308044,0.49605870246887207,0.0,0.0,0,35.0,-35,35,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.818+00:00,1787033437.8180099,193249.8392457,1.5723792999924626,9,2,ORIENT,ORIENT,0.20527782015716944,0.3933783080956885,-1.7639726938378202,113.11054229736328,1.0,0.85,1.0,0.85,0.9165624434001735,0.5215093258907648,2.285482019728585,0.8670682311058044,0.49818938970565796,0.0,0.0,0.8670682311058044,0.49818938970565796,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:37.970+00:00,1787033437.97045,193249.9909936,1.7241271999955643,10,2,ORIENT,ORIENT,0.20888844457089267,0.3928636205721068,-1.5751986014198223,111.03129386901855,1.0,0.85,1.0,0.85,0.9136909557010533,0.5239664729656407,2.099165074385463,0.8658415079116821,0.5003184080123901,0.0,0.0,0.8658415079116821,0.5003184080123901,0.0,0.0,0,31.83522684505978,-31,31,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.107+00:00,1787033438.1079936,193250.1288237,1.8619573000178207,11,2,ORIENT,ORIENT,0.21085664716759603,0.39303831446123494,-1.3063772960909825,109.76433753967285,1.0,0.85,1.0,0.85,0.9118997825254688,0.5248804879230949,1.8312577840140776,0.8653838634490967,0.5011096000671387,0.0,0.0,0.8653838634490967,0.5011096000671387,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.258+00:00,1787033438.2581506,193250.2785328,2.011666400008835,12,2,ORIENT,ORIENT,0.21313207613567717,0.39351155778533875,-1.1246195138094006,114.2728328704834,1.0,0.85,1.0,0.85,0.9096938097415623,0.5256836392503075,1.650303153059708,0.8649811148643494,0.5018044710159302,0.0,0.0,0.8649811148643494,0.5018044710159302,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.406+00:00,1787033438.4069693,193250.4275607,2.160694299993338,13,2,ORIENT,ORIENT,0.2166309392887,0.39452113338528716,-0.771893986196593,109.70306396484375,1.0,0.85,1.0,0.85,0.9061611794886866,0.5266575570954048,1.2985515432919978,0.8644919395446777,0.5026466250419617,0.0,0.0,0.8644919395446777,0.5026466250419617,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.554+00:00,1787033438.5547018,193250.5754571,2.3085907000058796,14,2,ORIENT,ORIENT,0.2166309392887,0.39452113338528716,-0.5773003128668084,117.53296852111816,1.0,0.85,1.0,0.85,0.9061611794886866,0.5266575570954048,1.1039578699622132,0.8644919395446777,0.5026466250419617,0.0,0.0,0.8644919395446777,0.5026466250419617,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.704+00:00,1787033438.7040796,193250.7243427,2.457476300012786,15,2,ORIENT,ORIENT,0.22073687527596544,0.3949875062300017,-0.4835575867142849,113.37876319885254,1.0,0.85,1.0,0.85,0.902378738136853,0.5284978329689005,1.0120554196831855,0.8635655045509338,0.5042366981506348,0.0,0.0,0.8635655045509338,0.5042366981506348,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:38.854+00:00,1787033438.854619,193250.8751032,2.608236800006125,16,2,ORIENT,ORIENT,0.22469875778833925,0.3954183782535884,-0.39446979211926375,118.93463134765625,1.0,0.85,1.0,0.85,0.898741601910439,0.5303066741222514,0.9247764662415152,0.8626520037651062,0.5057979226112366,0.0,0.0,0.8626520037651062,0.5057979226112366,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:39.004+00:00,1787033439.0044484,193251.0250136,2.7581472000165377,17,2,ORIENT,ORIENT,0.22469875778833925,0.3954183782535884,-0.32482073775180303,112.4570369720459,1.0,0.85,1.0,0.85,0.898741601910439,0.5303066741222514,0.8551274118740544,0.8626520037651062,0.5057979226112366,0.0,0.0,0.8626520037651062,0.5057979226112366,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:39.164+00:00,1787033439.1645608,193251.1859398,2.919073400000343,18,2,ORIENT,ORIENT,0.22652957427352857,0.39562367748428007,-0.16741969141057222,115.74482917785645,1.0,0.85,1.0,0.85,0.8970587171062987,0.5311415017173192,0.6985611931278914,0.8622294068336487,0.5065178871154785,0.0,0.0,0.8622294068336487,0.5065178871154785,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
2026-08-18T06:10:39.311+00:00,1787033439.3115723,193251.3318849,3.0650184999976773,19,2,ORIENT,ORIENT,0.22814794143957046,0.3962707693237102,-0.03427172584396255,107.71608352661133,1.0,0.85,1.0,0.85,0.8953355879635695,0.5314339177900123,0.5657056436339748,0.8620812892913818,0.5067700147628784,0.0,0.0,0.8620812892913818,0.5067700147628784,0.0,0.0,0,26.0,-26,26,apf_fsm,1,50.0,0.0
