wall_time_iso,t_wall,t_perf,session_elapsed_s,stage,robot_id,seq,left_cmd,right_cmd,requested_delay_ms,actual_delay_ms,scheduled_perf,sent_perf,ack_perf,rtt_ms,esp_rx_ms,duplicate,ack_requested,success,error
2026-08-18T05:35:30.172+00:00,1787031330.172835,191142.2547792,0.1861689000215847,send_error,1,587,0,0,0.0,0.0,191142.2547728,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.286+00:00,1787031330.2861276,191142.3679009,0.29929059999994934,sent,2,588,-35,35,0.0,0.0,191142.3676857,191142.3677927,,,,,0,1,
2026-08-18T05:35:30.287+00:00,1787031330.2871287,191142.3684015,0.2997911999991629,sent,3,589,-35,35,0.0,0.0,191142.3682647,191142.368336,,,,,0,1,
2026-08-18T05:35:30.287+00:00,1787031330.2871287,191142.3684337,0.29982340001151897,send_error,10,590,0,0,0.0,0.0,191142.3684313,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.445+00:00,1787031330.4456651,191142.5270118,0.45840150001458824,send_error,1,591,0,0,0.0,0.0,191142.5269887,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.457+00:00,1787031330.4572163,191142.5383406,0.46973030001390725,sent,2,592,-35,35,0.0,0.0,191142.5378957,191142.5380883,,,,,0,1,
2026-08-18T05:35:30.457+00:00,1787031330.4572163,191142.5390844,0.4704741000023205,sent,3,593,-35,35,0.0,0.0,191142.5388342,191142.5389488,,,,,0,1,
2026-08-18T05:35:30.457+00:00,1787031330.4572163,191142.5391264,0.47051610000198707,send_error,10,594,0,0,0.0,0.0,191142.5391235,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.598+00:00,1787031330.5980988,191142.6798297,0.6112194000161253,send_error,1,595,0,0,0.0,0.0,191142.679812,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.604+00:00,1787031330.6046116,191142.6866849,0.6180746000027284,sent,2,596,-35,35,0.0,0.0,191142.6863623,191142.6864848,,,,,0,1,
2026-08-18T05:35:30.605+00:00,1787031330.6056128,191142.6875288,0.6189184999966528,sent,3,597,-35,35,0.0,0.0,191142.6871679,191142.6872871,,,,,0,1,
2026-08-18T05:35:30.605+00:00,1787031330.6056128,191142.6875627,0.6189524000219535,send_error,10,598,0,0,0.0,0.0,191142.6875601,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.758+00:00,1787031330.7581367,191142.8395514,0.77094109999598,send_error,1,599,0,0,0.0,0.0,191142.8395397,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.763+00:00,1787031330.7636452,191142.8453034,0.7766931000223849,sent,2,600,-35,35,0.0,0.0,191142.844689,191142.8449726,,,,,0,1,
2026-08-18T05:35:30.764+00:00,1787031330.7649083,191142.8463745,0.7777642000000924,sent,3,601,-35,35,0.0,0.0,191142.8460708,191142.8461738,,,,,0,1,
2026-08-18T05:35:30.764+00:00,1787031330.7649083,191142.846424,0.77781369999866,send_error,10,602,0,0,0.0,0.0,191142.8464207,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.916+00:00,1787031330.9167213,191142.9981611,0.9295508000068367,send_error,1,603,0,0,0.0,0.0,191142.9981499,,,,,,,0,robot_not_discovered
2026-08-18T05:35:30.922+00:00,1787031330.9220786,191143.0032028,0.9345925000088755,sent,2,604,-35,35,0.0,0.0,191143.0024929,191143.0026965,,,,,0,1,
2026-08-18T05:35:30.922+00:00,1787031330.9220786,191143.0039986,0.9353883000148926,sent,3,605,-35,35,0.0,0.0,191143.0038121,191143.0038923,,,,,0,1,
2026-08-18T05:35:30.922+00:00,1787031330.9220786,191143.0040314,0.9354211000027135,send_error,10,606,0,0,0.0,0.0,191143.0040283,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.075+00:00,1787031331.0756261,191143.1569464,1.088336100016022,send_error,1,607,0,0,0.0,0.0,191143.1569215,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.082+00:00,1787031331.0821385,191143.1637251,1.095114800002193,sent,2,608,-35,35,0.0,0.0,191143.1634296,191143.1635876,,,,,0,1,
2026-08-18T05:35:31.083+00:00,1787031331.0831432,191143.1642643,1.0956540000042878,sent,3,609,-26,26,0.0,0.0,191143.1641005,191143.1641811,,,,,0,1,
2026-08-18T05:35:31.083+00:00,1787031331.0831432,191143.1642974,1.095687100023497,send_error,10,610,0,0,0.0,0.0,191143.1642949,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.220+00:00,1787031331.2206237,191143.3018365,1.233226200012723,send_error,1,611,0,0,0.0,0.0,191143.3018242,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.224+00:00,1787031331.2241642,191143.3058436,1.237233300023945,sent,2,612,-35,35,0.0,0.0,191143.3055122,191143.3056214,,,,,0,1,
2026-08-18T05:35:31.225+00:00,1787031331.2251492,191143.3067694,1.2381591000012122,sent,3,613,-26,26,0.0,0.0,191143.3064393,191143.3066009,,,,,0,1,
2026-08-18T05:35:31.225+00:00,1787031331.2251492,191143.3068058,1.2381955000164453,send_error,10,614,0,0,0.0,0.0,191143.3068032,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.373+00:00,1787031331.3739758,191143.4552912,1.3866809000028297,send_error,1,615,0,0,0.0,0.0,191143.4552801,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.378+00:00,1787031331.3789845,191143.4611003,1.3924899999983609,sent,2,616,-35,35,0.0,0.0,191143.460668,191143.4608426,,,,,0,1,
2026-08-18T05:35:31.380+00:00,1787031331.3804877,191143.4618325,1.3932222000148613,sent,3,617,-26,26,0.0,0.0,191143.4616293,191143.461722,,,,,0,1,
2026-08-18T05:35:31.380+00:00,1787031331.3804877,191143.4618699,1.393259600008605,send_error,10,618,0,0,0.0,0.0,191143.4618672,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.531+00:00,1787031331.531137,191143.6127316,1.5441213000158314,send_error,1,619,0,0,0.0,0.0,191143.6127139,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.537+00:00,1787031331.5371327,191143.6186055,1.5499952000100166,sent,2,620,-35,35,0.0,0.0,191143.6183445,191143.6184549,,,,,0,1,
2026-08-18T05:35:31.538+00:00,1787031331.538761,191143.620016,1.551405700010946,sent,3,621,-26,26,0.0,0.0,191143.6197419,191143.6198725,,,,,0,1,
2026-08-18T05:35:31.538+00:00,1787031331.538761,191143.6200728,1.5514625000068918,send_error,10,622,0,0,0.0,0.0,191143.6200685,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.699+00:00,1787031331.6992073,191143.780431,1.7118207000021357,send_error,1,623,0,0,0.0,0.0,191143.780416,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.704+00:00,1787031331.704729,191143.7859465,1.7173362000030465,sent,2,624,-35,35,0.0,0.0,191143.785271,191143.785736,,,,,0,1,
2026-08-18T05:35:31.705+00:00,1787031331.7057207,191143.7867981,1.718187799997395,sent,3,625,-26,26,0.0,0.0,191143.786578,191143.7866843,,,,,0,1,
2026-08-18T05:35:31.705+00:00,1787031331.7057207,191143.7868417,1.7182314000092447,send_error,10,626,0,0,0.0,0.0,191143.786839,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.878+00:00,1787031331.8780582,191143.9593081,1.8906978000013623,send_error,1,627,0,0,0.0,0.0,191143.9592877,,,,,,,0,robot_not_discovered
2026-08-18T05:35:31.883+00:00,1787031331.8831873,191143.9648225,1.896212200023001,sent,2,628,-35,35,0.0,0.0,191143.9645536,191143.964692,,,,,0,1,
2026-08-18T05:35:31.884+00:00,1787031331.8841863,191143.9655519,1.896941600018181,sent,3,629,-26,26,0.0,0.0,191143.9653557,191143.9654503,,,,,0,1,
2026-08-18T05:35:31.884+00:00,1787031331.8841863,191143.9655887,1.896978400007356,send_error,10,630,0,0,0.0,0.0,191143.9655847,,,,,,,0,robot_not_discovered
2026-08-18T05:35:32.140+00:00,1787031332.1405077,191144.2223444,2.1537341000221204,send_error,1,631,0,0,0.0,0.0,191144.2223023,,,,,,,0,robot_not_discovered
2026-08-18T05:35:32.163+00:00,1787031332.1634843,191144.2451364,2.1765260999964084,sent,2,632,-26,26,0.0,0.0,191144.2446189,191144.2448323,,,,,0,1,
2026-08-18T05:35:32.164+00:00,1787031332.1649919,191144.2465488,2.1779385000118054,sent,3,633,-26,26,0.0,0.0,191144.2459127,191144.2460389,,,,,0,1,
2026-08-18T05:35:32.164+00:00,1787031332.1649919,191144.2466458,2.1780355000228155,send_error,10,634,0,0,0.0,0.0,191144.2466429,,,,,,,0,robot_not_discovered
2026-08-18T05:35:32.303+00:00,1787031332.3036165,191144.3849641,2.3163538000080734,send_error,1,635,0,0,0.0,0.0,191144.3849422,,,,,,,0,robot_not_discovered
2026-08-18T05:35:32.313+00:00,1787031332.3131604,191144.3950692,2.3264589000027627,sent,2,636,-26,26,0.0,0.0,191144.3943082,191144.3947266,,,,,0,1,
2026-08-18T05:35:32.314+00:00,1787031332.3141565,191144.3957253,2.3271150000218768,sent,3,637,-26,26,0.0,0.0,191144.3955766,191144.3956469,,,,,0,1,
2026-08-18T05:35:32.314+00:00,1787031332.3141565,191144.3957576,2.3271473000058904,send_error,10,638,0,0,0.0,0.0,191144.3957554,,,,,,,0,robot_not_discovered
