wall_time_iso,t_wall,t_perf,session_elapsed_s,stage,robot_id,seq,left_cmd,right_cmd,requested_delay_ms,actual_delay_ms,scheduled_perf,sent_perf,ack_perf,rtt_ms,esp_rx_ms,duplicate,ack_requested,success,error
2026-08-18T05:53:19.560+00:00,1787032399.5606532,192211.608169,0.14540360000682995,send_error,1,5,0,0,0.0,0.0,192211.608161,,,,,,,0,robot_not_discovered
2026-08-18T05:53:19.668+00:00,1787032399.6680715,192211.7160293,0.2532638999982737,sent,2,6,-35,35,0.0,0.0,192211.7155149,192211.7157079,,,,,0,1,
2026-08-18T05:53:19.669+00:00,1787032399.6690784,192211.7169051,0.2541397000022698,sent,3,7,-35,35,0.0,0.0,192211.7166174,192211.7166953,,,,,0,1,
2026-08-18T05:53:19.669+00:00,1787032399.6690784,192211.7169395,0.2541741000022739,send_error,10,8,0,0,0.0,0.0,192211.7169368,,,,,,,0,robot_not_discovered
2026-08-18T05:53:19.790+00:00,1787032399.7903354,192211.8385896,0.37582419998943806,send_error,1,9,0,0,0.0,0.0,192211.8385799,,,,,,,0,robot_not_discovered
2026-08-18T05:53:19.794+00:00,1787032399.794614,192211.8431051,0.3803397000010591,sent,2,10,-35,35,0.0,0.0,192211.8427372,192211.8428714,,,,,0,1,
2026-08-18T05:53:19.796+00:00,1787032399.796701,192211.8442374,0.3814719999791123,sent,3,11,-35,35,0.0,0.0,192211.8438362,192211.8438719,,,,,0,1,
2026-08-18T05:53:19.796+00:00,1787032399.796701,192211.8443017,0.38153630000306293,send_error,10,12,0,0,0.0,0.0,192211.844299,,,,,,,0,robot_not_discovered
2026-08-18T05:53:19.940+00:00,1787032399.9406312,192211.9888628,0.5260973999975249,send_error,1,13,0,0,0.0,0.0,192211.9888515,,,,,,,0,robot_not_discovered
2026-08-18T05:53:19.944+00:00,1787032399.9448001,192211.9945771,0.5318116999987978,sent,2,14,-35,35,0.0,0.0,192211.9943111,192211.9943304,,,,,0,1,
2026-08-18T05:53:19.944+00:00,1787032399.9448001,192211.9950697,0.5323042999953032,sent,3,15,-35,35,0.0,0.0,192211.9948996,192211.9949186,,,,,0,1,
2026-08-18T05:53:19.944+00:00,1787032399.9448001,192211.9950983,0.532332899980247,send_error,10,16,0,0,0.0,0.0,192211.9950961,,,,,,,0,robot_not_discovered
2026-08-18T05:53:20.090+00:00,1787032400.0907037,192212.1389176,0.6761522000015248,send_error,1,17,0,0,0.0,0.0,192212.1389077,,,,,,,0,robot_not_discovered
2026-08-18T05:53:20.095+00:00,1787032400.0958774,192212.1441065,0.6813410999893676,sent,2,18,-35,35,0.0,0.0,192212.1436954,192212.14384,,,,,0,1,
2026-08-18T05:53:20.096+00:00,1787032400.096878,192212.1450852,0.6823197999910917,sent,3,19,-35,35,0.0,0.0,192212.1446105,192212.1448023,,,,,0,1,
2026-08-18T05:53:20.096+00:00,1787032400.096878,192212.1451278,0.682362399995327,send_error,10,20,0,0,0.0,0.0,192212.1451251,,,,,,,0,robot_not_discovered
