wall_time_iso,t_wall,t_perf,session_elapsed_s,frame_seq,frame_received_perf,frame_wait_ms,processing_ms,robot_id,detected,accepted,workspace_markers_seen,homography_valid,homography_age_ms,calibration_enabled,homography_mode,parallax_enabled,alignment_enabled,pose_filter_enabled,pixel_x,pixel_y,floor_x,floor_y,corrected_x,corrected_y,aligned_x,aligned_y,raw_yaw,x,y,yaw,pose_age_ms,cam_x,cam_y,cam_z
2026-08-18T05:53:19.639+00:00,1787032399.639072,192211.6874505,0.2246850999945309,67,192211.5820906,27.025100018363446,78.30910000484437,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5429998172935877,-0.2515699629537156,1.5808947540814555
2026-08-18T05:53:19.639+00:00,1787032399.639072,192211.6874931,0.22472769999876618,67,192211.5820906,27.025100018363446,78.30910000484437,2,1,1,4,1,0.0,1,estabilizada,1,1,1,997.75,377.0,1.0452682971954346,0.6791205406188965,1.016674260132271,0.6261365294408701,1.0038130101322709,0.6146920294408701,0.4717530115576445,1.0036625931886403,0.6138056804006118,0.4434798511933724,0.0,0.5429998172935877,-0.2515699629537156,1.5808947540814555
2026-08-18T05:53:19.639+00:00,1787032399.639072,192211.6875051,0.2247397000028286,67,192211.5820906,27.025100018363446,78.30910000484437,3,1,1,4,1,0.0,1,estabilizada,1,1,1,462.25,388.75,0.18096746504306793,0.6751056909561157,0.2015778893729775,0.6223502443101161,0.1887166393729775,0.6109057443101161,-2.5890385893120813,0.1902503403164107,0.6104604590461422,-2.5835874433440185,0.0,0.5429998172935877,-0.2515699629537156,1.5808947540814555
2026-08-18T05:53:19.639+00:00,1787032399.639072,192211.6875155,0.22475009999470785,67,192211.5820906,27.025100018363446,78.30910000484437,10,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5429998172935877,-0.2515699629537156,1.5808947540814555
2026-08-18T05:53:19.769+00:00,1787032399.7690904,192211.8171078,0.35434239997994155,71,192211.718881,27.426599990576506,70.77489999937825,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.542986049041832,-0.25154801304271046,1.5809149191859075
2026-08-18T05:53:19.769+00:00,1787032399.7690904,192211.8171494,0.35438400000566617,71,192211.718881,27.426599990576506,70.77489999937825,2,1,1,4,1,0.0,1,estabilizada,1,1,1,997.75,377.0,1.0452715158462524,0.6791179776191711,1.0166768764613092,0.6261360377670875,1.0038156264613092,0.6146915377670875,0.4717519366505885,1.0036625931886403,0.6138056804006118,0.4434798511933724,0.0,0.542986049041832,-0.25154801304271046,1.5809149191859075
2026-08-18T05:53:19.769+00:00,1787032399.7690904,192211.8171615,0.3543960999813862,71,192211.718881,27.426599990576506,70.77489999937825,3,1,1,4,1,0.0,1,estabilizada,1,1,1,462.75,388.75,0.18175099790096283,0.6750853061676025,0.20231576973537618,0.6223329425098078,0.1894545197353762,0.6108884425098078,-2.589039403537608,0.1902503403164107,0.6104604590461422,-2.5835874433440185,0.0,0.542986049041832,-0.25154801304271046,1.5809149191859075
2026-08-18T05:53:19.769+00:00,1787032399.7690904,192211.8171714,0.35440599999856204,71,192211.718881,27.426599990576506,70.77489999937825,10,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.542986049041832,-0.25154801304271046,1.5809149191859075
2026-08-18T05:53:19.917+00:00,1787032399.9176455,192211.9660608,0.5032954000052996,76,192211.8817081,3.2764000061433762,81.04950000415556,1,0,0,4,1,0.0,1,estabilizada,1,1,1,,,,,,,,,,,,,nan,0.5429694132554641,-0.2515267351476466,1.580934881400788
2026-08-18T05:53:19.917+00:00,1787032399.9176455,192211.9661064,0.5033410000032745,76,192211.8817081,3.2764000061433762,81.04950000415556,2,1,1,4,1,0.0,1,estabilizada,1,1,1,997.75,377.0,1.0452748537063599,0.6791154742240906,1.0166794383148514,0.6261355571959821,1.0038181883148514,0.6146910571959822,0.4717508823655998,1.0036625931886403,0.6138056804006118,0.4434798511933724,0.0,0.5429694132554641,-0.2515267351476466,1.580934881400788
