wall_time_iso,t_wall,t_perf,session_elapsed_s,cycle_id,robot_id,state,previous_state,x,y,yaw,pose_age_ms,waypoint_x,waypoint_y,final_goal_x,final_goal_y,distance_error,desired_heading,angle_error,u_att_x,u_att_y,u_rep_x,u_rep_y,u_res_x,u_res_y,repulsion_norm,align_factor,linear_cmd,angular_cmd,left_cmd,right_cmd,controller_mode,avoid_enabled,requested_delay_ms,jitter_ms
2026-08-18T01:58:49.096+00:00,1787018329.0965512,178141.5112218,0.24910019998787902,1,2,APF,ORIENT,1.0017478864166407,0.6126496962718074,0.47141333462908447,344.3455696105957,0.2,0.625,0.2,0.625,0.8018430041945426,3.12618964755393,2.6547763129248456,-0.999881386756897,0.015402397140860558,0.0,0.0,-0.999881386756897,0.015402397140860558,0.0,0.0,0,35.0,-35,35,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.098+00:00,1787018329.0983758,178141.5130787,0.25095709998277016,1,3,APF,ORIENT,0.1938831933448355,0.6255486494164362,-1.3812308597178122,346.17018699645996,1.0,0.625,1.0,0.625,0.8061169933626893,-0.0006806077425312054,1.380550251975281,0.9999997615814209,-0.0006806076853536069,0.0,0.0,0.9999997615814209,-0.0006806076853536069,0.0,0.18910053577111108,13.237037503977776,35.0,-21,48,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.215+00:00,1787018329.2155972,178141.6299661,0.3678444999968633,2,2,APF,APF,1.0017478864166407,0.6126496962718074,0.47141333462908447,88.7308120727539,0.2,0.625,0.2,0.625,0.8018430041945426,3.12618964755393,2.6547763129248456,-0.999881386756897,0.015402397140860558,0.0,0.0,-0.999881386756897,0.015402397140860558,0.0,0.0,0,35.0,-35,35,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.217+00:00,1787018329.2173982,178141.6312741,0.3691524999740068,2,3,APF,APF,0.1938831933448355,0.6255486494164362,-1.3812308597178122,89.73121643066406,1.0,0.625,1.0,0.625,0.8061169933626893,-0.0006806077425312054,1.380550251975281,0.9999997615814209,-0.0006806076853536069,0.0,0.0,0.9999997615814209,-0.0006806076853536069,0.0,0.18910053577111108,13.237037503977776,26.681872530157985,-18.0,39,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.343+00:00,1787018329.3432841,178141.7575354,0.4954137999739032,3,2,APF,APF,1.0017478864166407,0.6126496962718074,0.47141333462908447,91.42518043518066,0.2,0.625,0.2,0.625,0.8018430041945426,3.12618964755393,2.6547763129248456,-0.999881386756897,0.015402397140860558,0.0,0.0,-0.999881386756897,0.015402397140860558,0.0,0.0,0,35.0,-35,35,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.344+00:00,1787018329.3442838,178141.7585273,0.4964056999888271,3,3,APF,APF,0.1938831933448355,0.6255486494164362,-1.3812308597178122,92.42486953735352,1.0,0.625,1.0,0.625,0.8061169933626893,-0.0006806077425312054,1.380550251975281,0.9999997615814209,-0.0006806076853536069,0.0,0.0,0.9999997615814209,-0.0006806076853536069,0.0,0.18910053577111108,13.237037503977776,26.681872530157985,-18.0,39,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.472+00:00,1787018329.472884,178141.8866317,0.62451009999495,4,2,APF,APF,1.0017478864166407,0.6126496962718074,0.47141333462908447,95.56436538696289,0.2,0.625,0.2,0.625,0.8018430041945426,3.12618964755393,2.6547763129248456,-0.999881386756897,0.015402397140860558,0.0,0.0,-0.999881386756897,0.015402397140860558,0.0,0.0,0,35.0,-35,35,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.473+00:00,1787018329.473556,178141.8882108,0.6260891999991145,4,3,APF,APF,0.1938831933448355,0.6255486494164362,-1.3812308597178122,96.94981575012207,1.0,0.625,1.0,0.625,0.8061169933626893,-0.0006806077425312054,1.380550251975281,0.9999997615814209,-0.0006806076853536069,0.0,0.0,0.9999997615814209,-0.0006806076853536069,0.0,0.18910053577111108,13.237037503977776,26.681872530157985,-18.0,39,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.590+00:00,1787018329.5908766,178142.0050185,0.7428968999884091,5,2,APF,APF,1.0017478864166407,0.6126496962718074,0.4922091525255437,90.20066261291504,0.2,0.625,0.2,0.625,0.8018430041945426,3.12618964755393,2.6339804950283865,-0.999881386756897,0.015402397140860558,0.0,0.0,-0.999881386756897,0.015402397140860558,0.0,0.0,0,35.0,-35,35,apf_puro,1,0.0,0.0
2026-08-18T01:58:49.591+00:00,1787018329.5917666,178142.0066047,0.7444830999884289,5,3,APF,APF,0.1938831933448355,0.6255486494164362,-1.3646124879788686,91.09067916870117,1.0,0.625,1.0,0.625,0.8061169933626893,-0.0006806077425312054,1.3639318802363374,0.9999997615814209,-0.0006806076853536069,0.0,0.0,0.9999997615814209,-0.0006806076853536069,0.0,0.20539221191441165,14.377454834008816,24.5983547389183,-18.0,38,apf_puro,1,0.0,0.0
